시설명,장비명,설치위치,측정상태,방식전위,방식전류,AC유입,배터리,온도,습도,통신상태,최근 갱신일시
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.6mV,2mA,320.6mV,"3,591.3mV",14.6℃,5.6%,정상,2026-03-24 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.7mV,2mA,319.1mV,"3,591.3mV",14.5℃,5.5%,정상,2026-03-24 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.7mV,"3,591.2mV",14.1℃,5.5%,정상,2026-03-24 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.5mV,2mA,320.3mV,"3,591.2mV",13.9℃,5.4%,정상,2026-03-24 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.5mV,2mA,320.3mV,"3,591.2mV",13.8℃,5.4%,정상,2026-03-24 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.6mV,2mA,320.8mV,"3,591.1mV",13.5℃,5.4%,정상,2026-03-24 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.7mV,2mA,319.3mV,"3,591.1mV",13.3℃,5.5%,정상,2026-03-24 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,320.2mV,"3,591.0mV",13.0℃,5.5%,정상,2026-03-24 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,320.6mV,"3,590.9mV",12.9℃,5.6%,정상,2026-03-24 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.0mV,2mA,319.9mV,"3,590.9mV",12.7℃,5.5%,정상,2026-03-24 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.7mV,"3,590.8mV",12.4℃,5.5%,정상,2026-03-24 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.3mV,2mA,320.2mV,"3,590.8mV",12.3℃,5.6%,정상,2026-03-24 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.2mV,"3,590.8mV",12.1℃,5.5%,정상,2026-03-24 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.4mV,2mA,319.2mV,"3,590.7mV",11.8℃,5.6%,정상,2026-03-24 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,319.5mV,"3,590.7mV",11.5℃,5.4%,정상,2026-03-24 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.8mV,2mA,320.2mV,"3,590.6mV",11.3℃,5.5%,정상,2026-03-24 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.7mV,2mA,320.3mV,"3,590.6mV",11.3℃,5.6%,정상,2026-03-24 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.2mV,2mA,320.4mV,"3,590.5mV",10.9℃,5.4%,정상,2026-03-24 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.4mV,2mA,320.1mV,"3,590.4mV",10.8℃,5.6%,정상,2026-03-24 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.6mV,2mA,319.5mV,"3,590.4mV",10.7℃,5.6%,정상,2026-03-24 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.0mV,2mA,319.2mV,"3,590.3mV",10.4℃,5.4%,정상,2026-03-24 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.0mV,2mA,320.3mV,"3,590.3mV",10.3℃,5.5%,정상,2026-03-24 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.8mV,2mA,320.4mV,"3,590.2mV",10.0℃,5.4%,정상,2026-03-24 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.7mV,2mA,319.4mV,"3,590.2mV",9.9℃,5.6%,정상,2026-03-24 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.4mV,2mA,320.3mV,"3,590.2mV",9.7℃,5.5%,정상,2026-03-24 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-965.0mV,2mA,319.8mV,"3,590.1mV",9.5℃,5.5%,정상,2026-03-24 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.2mV,2mA,319.1mV,"3,590.1mV",9.3℃,5.6%,정상,2026-03-24 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,319.9mV,"3,590.0mV",9.3℃,5.6%,정상,2026-03-24 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.3mV,2mA,319.9mV,"3,589.9mV",9.2℃,5.5%,정상,2026-03-24 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.5mV,2mA,319.9mV,"3,589.9mV",8.9℃,5.4%,정상,2026-03-24 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.5mV,2mA,319.3mV,"3,589.8mV",9.0℃,5.6%,정상,2026-03-24 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.1mV,2mA,320.6mV,"3,589.8mV",8.8℃,5.5%,정상,2026-03-24 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-977.3mV,2mA,319.8mV,"3,589.8mV",8.7℃,5.5%,정상,2026-03-24 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.0mV,2mA,320.2mV,"3,589.7mV",8.5℃,5.6%,정상,2026-03-24 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.4mV,2mA,320.6mV,"3,589.7mV",8.6℃,5.5%,정상,2026-03-24 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.7mV,2mA,320.2mV,"3,589.6mV",8.4℃,5.4%,정상,2026-03-24 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.4mV,2mA,319.5mV,"3,589.6mV",8.3℃,5.4%,정상,2026-03-24 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-986.7mV,2mA,320.7mV,"3,589.5mV",8.3℃,5.6%,정상,2026-03-24 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.6mV,2mA,319.5mV,"3,589.4mV",8.2℃,5.4%,정상,2026-03-24 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.3mV,2mA,319.8mV,"3,589.4mV",8.1℃,5.6%,정상,2026-03-24 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.8mV,2mA,320.3mV,"3,589.3mV",8.2℃,5.4%,정상,2026-03-24 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-996.0mV,2mA,320.9mV,"3,589.3mV",8.1℃,5.6%,정상,2026-03-24 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.6mV,2mA,320.5mV,"3,589.2mV",8.2℃,5.6%,정상,2026-03-24 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,000.0mV",2mA,319.3mV,"3,589.2mV",8.2℃,5.6%,정상,2026-03-24 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.5mV",2mA,321.0mV,"3,589.2mV",8.0℃,5.4%,정상,2026-03-24 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.2mV",2mA,320.8mV,"3,589.1mV",8.2℃,5.6%,정상,2026-03-24 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,007.0mV",2mA,319.1mV,"3,589.1mV",8.1℃,5.5%,정상,2026-03-24 14:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,009.1mV",2mA,319.3mV,"3,589.0mV",8.1℃,5.5%,정상,2026-03-24 14:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.3mV",2mA,320.5mV,"3,588.9mV",8.3℃,5.6%,정상,2026-03-24 14:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,012.6mV",2mA,319.0mV,"3,588.9mV",8.3℃,5.6%,정상,2026-03-24 15:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.5mV",2mA,320.8mV,"3,588.8mV",8.3℃,5.5%,정상,2026-03-24 15:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.8mV",2mA,320.5mV,"3,588.8mV",8.4℃,5.5%,정상,2026-03-24 15:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.9mV",2mA,319.2mV,"3,588.8mV",8.5℃,5.6%,정상,2026-03-24 15:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,020.7mV",2mA,319.6mV,"3,588.7mV",8.5℃,5.5%,정상,2026-03-24 15:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,022.7mV",2mA,320.9mV,"3,588.7mV",8.6℃,5.5%,정상,2026-03-24 15:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.3mV",2mA,319.4mV,"3,588.6mV",8.8℃,5.4%,정상,2026-03-24 16:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.0mV",2mA,319.9mV,"3,588.6mV",8.9℃,5.5%,정상,2026-03-24 16:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,029.1mV",2mA,319.8mV,"3,588.5mV",9.0℃,5.4%,정상,2026-03-24 16:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.4mV",2mA,321.0mV,"3,588.4mV",9.1℃,5.5%,정상,2026-03-24 16:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.3mV",2mA,319.0mV,"3,588.4mV",9.3℃,5.5%,정상,2026-03-24 16:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.3mV",2mA,321.0mV,"3,588.3mV",9.3℃,5.6%,정상,2026-03-24 16:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.7mV",2mA,320.4mV,"3,588.3mV",9.6℃,5.6%,정상,2026-03-24 17:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.1mV",2mA,319.6mV,"3,588.2mV",9.8℃,5.4%,정상,2026-03-24 17:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.2mV",2mA,320.5mV,"3,588.2mV",9.9℃,5.4%,정상,2026-03-24 17:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.3mV",2mA,320.7mV,"3,588.2mV",10.0℃,5.5%,정상,2026-03-24 17:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.0mV",2mA,320.2mV,"3,588.1mV",10.2℃,5.6%,정상,2026-03-24 17:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.6mV",2mA,319.2mV,"3,588.1mV",10.5℃,5.4%,정상,2026-03-24 17:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.0mV",2mA,320.2mV,"3,588.0mV",10.5℃,5.6%,정상,2026-03-24 18:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.5mV",2mA,319.1mV,"3,587.9mV",10.7℃,5.6%,정상,2026-03-24 18:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.3mV",2mA,320.6mV,"3,587.9mV",11.0℃,5.4%,정상,2026-03-24 18:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.4mV",2mA,320.1mV,"3,587.8mV",11.1℃,5.5%,정상,2026-03-24 18:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.8mV",2mA,319.0mV,"3,587.8mV",11.4℃,5.5%,정상,2026-03-24 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,319.3mV,"3,587.8mV",11.7℃,5.5%,정상,2026-03-24 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.2mV",2mA,319.1mV,"3,587.7mV",11.8℃,5.5%,정상,2026-03-24 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,320.9mV,"3,587.7mV",12.0℃,5.5%,정상,2026-03-24 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,320.7mV,"3,587.6mV",12.2℃,5.5%,정상,2026-03-24 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,319.4mV,"3,587.6mV",12.4℃,5.5%,정상,2026-03-24 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.7mV",2mA,319.7mV,"3,587.5mV",12.7℃,5.5%,정상,2026-03-24 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.3mV",2mA,320.6mV,"3,587.4mV",13.0℃,5.6%,정상,2026-03-24 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.4mV",2mA,319.3mV,"3,587.4mV",13.0℃,5.6%,정상,2026-03-24 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,319.1mV,"3,587.3mV",13.4℃,5.5%,정상,2026-03-24 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,320.2mV,"3,587.3mV",13.6℃,5.4%,정상,2026-03-24 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.1mV",2mA,319.8mV,"3,587.2mV",13.7℃,5.5%,정상,2026-03-24 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.6mV",2mA,319.9mV,"3,587.2mV",14.0℃,5.5%,정상,2026-03-24 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.1mV",2mA,319.5mV,"3,587.2mV",14.2℃,5.5%,정상,2026-03-24 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.7mV",2mA,320.4mV,"3,587.1mV",14.4℃,5.5%,정상,2026-03-24 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.0mV",2mA,320.0mV,"3,587.1mV",14.6℃,5.4%,정상,2026-03-24 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.1mV",2mA,320.6mV,"3,587.0mV",14.8℃,5.6%,정상,2026-03-24 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.8mV",2mA,320.5mV,"3,586.9mV",15.1℃,5.5%,정상,2026-03-24 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.3mV",2mA,320.4mV,"3,586.9mV",15.2℃,5.4%,정상,2026-03-24 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.7mV",2mA,320.2mV,"3,586.8mV",15.3℃,5.5%,정상,2026-03-24 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.1mV",2mA,320.1mV,"3,586.8mV",15.6℃,5.5%,정상,2026-03-24 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.3mV",2mA,319.2mV,"3,586.8mV",15.7℃,5.4%,정상,2026-03-24 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.6mV",2mA,319.7mV,"3,586.7mV",16.0℃,5.5%,정상,2026-03-24 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.3mV",2mA,320.0mV,"3,586.7mV",16.1℃,5.4%,정상,2026-03-24 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.4mV",2mA,319.2mV,"3,586.6mV",16.3℃,5.6%,정상,2026-03-24 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.0mV",2mA,319.4mV,"3,586.6mV",16.4℃,5.5%,정상,2026-03-24 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.0mV",2mA,319.7mV,"3,586.5mV",16.6℃,5.5%,정상,2026-03-24 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.5mV",2mA,319.1mV,"3,586.4mV",16.9℃,5.5%,정상,2026-03-24 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.6mV",2mA,320.0mV,"3,586.4mV",16.9℃,5.5%,정상,2026-03-24 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.9mV",2mA,319.4mV,"3,586.3mV",17.0℃,5.6%,정상,2026-03-24 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.2mV",2mA,320.9mV,"3,586.3mV",17.2℃,5.5%,정상,2026-03-24 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.0mV",2mA,320.2mV,"3,586.2mV",17.4℃,5.4%,정상,2026-03-24 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.0mV",2mA,320.9mV,"3,586.2mV",17.4℃,5.5%,정상,2026-03-25 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.3mV",2mA,320.3mV,"3,586.2mV",17.6℃,5.4%,정상,2026-03-25 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,020.8mV",2mA,320.7mV,"3,586.1mV",17.5℃,5.5%,정상,2026-03-25 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.9mV",2mA,320.9mV,"3,586.1mV",17.6℃,5.5%,정상,2026-03-25 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,017.2mV",2mA,319.7mV,"3,586.0mV",17.7℃,5.6%,정상,2026-03-25 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.4mV",2mA,320.4mV,"3,585.9mV",17.9℃,5.5%,정상,2026-03-25 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,012.7mV",2mA,319.9mV,"3,585.9mV",17.9℃,5.4%,정상,2026-03-25 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.3mV",2mA,320.3mV,"3,585.8mV",17.9℃,5.5%,정상,2026-03-25 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,009.1mV",2mA,320.9mV,"3,585.8mV",18.1℃,5.5%,정상,2026-03-25 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.2mV",2mA,319.7mV,"3,585.8mV",18.0℃,5.5%,정상,2026-03-25 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.4mV",2mA,319.2mV,"3,585.7mV",18.2℃,5.4%,정상,2026-03-25 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.5mV",2mA,319.2mV,"3,585.7mV",18.0℃,5.4%,정상,2026-03-25 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.8mV,2mA,320.4mV,"3,585.6mV",18.0℃,5.5%,정상,2026-03-25 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.8mV,2mA,320.0mV,"3,585.6mV",18.1℃,5.5%,정상,2026-03-25 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-996.0mV,2mA,319.5mV,"3,585.5mV",18.0℃,5.5%,정상,2026-03-25 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.0mV,2mA,320.5mV,"3,585.4mV",18.0℃,5.5%,정상,2026-03-25 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.5mV,2mA,320.9mV,"3,585.4mV",17.9℃,5.5%,정상,2026-03-25 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.7mV,2mA,320.8mV,"3,585.3mV",18.0℃,5.4%,정상,2026-03-25 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.4mV,2mA,320.4mV,"3,585.3mV",18.0℃,5.4%,정상,2026-03-25 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.4mV,2mA,319.1mV,"3,585.2mV",17.9℃,5.5%,정상,2026-03-25 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.6mV,2mA,319.8mV,"3,585.2mV",17.9℃,5.5%,정상,2026-03-25 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.2mV,2mA,319.1mV,"3,585.2mV",17.6℃,5.5%,정상,2026-03-25 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.9mV,2mA,320.3mV,"3,585.1mV",17.6℃,5.5%,정상,2026-03-25 03:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-977.4mV,2mA,320.9mV,"3,585.1mV",17.6℃,5.6%,정상,2026-03-25 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.3mV,2mA,319.3mV,"3,585.0mV",17.5℃,5.5%,정상,2026-03-25 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.0mV,2mA,319.1mV,"3,584.9mV",17.4℃,5.5%,정상,2026-03-25 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-970.9mV,2mA,320.7mV,"3,584.9mV",17.3℃,5.5%,정상,2026-03-25 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.3mV,2mA,320.3mV,"3,584.8mV",17.0℃,5.6%,정상,2026-03-25 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.9mV,2mA,320.2mV,"3,584.8mV",17.0℃,5.6%,정상,2026-03-25 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.1mV,2mA,319.7mV,"3,584.8mV",16.7℃,5.6%,정상,2026-03-25 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.3mV,2mA,319.8mV,"3,584.7mV",16.7℃,5.5%,정상,2026-03-25 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.8mV,2mA,320.2mV,"3,584.7mV",16.5℃,5.4%,정상,2026-03-25 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.5mV,2mA,319.1mV,"3,584.6mV",16.4℃,5.5%,정상,2026-03-25 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.9mV,2mA,319.7mV,"3,584.6mV",16.2℃,5.6%,정상,2026-03-25 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.9mV,2mA,320.5mV,"3,584.5mV",15.9℃,5.5%,정상,2026-03-25 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.6mV,2mA,319.8mV,"3,584.4mV",15.7℃,5.4%,정상,2026-03-25 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.5mV,2mA,320.9mV,"3,584.4mV",15.6℃,5.6%,정상,2026-03-25 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.5mV,2mA,319.6mV,"3,584.3mV",15.4℃,5.6%,정상,2026-03-25 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.6mV,2mA,319.1mV,"3,584.3mV",15.1℃,5.4%,정상,2026-03-25 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.2mV,2mA,320.1mV,"3,584.2mV",15.1℃,5.6%,정상,2026-03-25 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.5mV,2mA,319.5mV,"3,584.2mV",14.7℃,5.6%,정상,2026-03-25 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.8mV,2mA,320.1mV,"3,584.2mV",14.5℃,5.5%,정상,2026-03-25 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.3mV,2mA,320.4mV,"3,584.1mV",14.5℃,5.5%,정상,2026-03-25 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.1mV,2mA,319.4mV,"3,584.1mV",14.1℃,5.5%,정상,2026-03-25 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.7mV,"3,584.0mV",14.0℃,5.5%,정상,2026-03-25 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.9mV,2mA,320.5mV,"3,583.9mV",13.8℃,5.4%,정상,2026-03-25 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.8mV,2mA,319.4mV,"3,583.9mV",13.5℃,5.5%,정상,2026-03-25 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.6mV,2mA,320.4mV,"3,583.8mV",13.4℃,5.5%,정상,2026-03-25 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.0mV,2mA,320.2mV,"3,583.8mV",13.1℃,5.6%,정상,2026-03-25 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.0mV,2mA,320.9mV,"3,583.8mV",13.0℃,5.5%,정상,2026-03-25 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,319.5mV,"3,583.7mV",12.7℃,5.4%,정상,2026-03-25 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.5mV,2mA,320.6mV,"3,583.7mV",12.5℃,5.5%,정상,2026-03-25 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.2mV,"3,583.6mV",12.2℃,5.6%,정상,2026-03-25 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.3mV,2mA,320.6mV,"3,583.6mV",12.1℃,5.6%,정상,2026-03-25 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.6mV,2mA,320.3mV,"3,583.5mV",11.9℃,5.5%,정상,2026-03-25 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,319.5mV,"3,583.4mV",11.6℃,5.5%,정상,2026-03-25 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.6mV,2mA,319.4mV,"3,583.4mV",11.4℃,5.5%,정상,2026-03-25 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.3mV,2mA,320.9mV,"3,583.3mV",11.1℃,5.6%,정상,2026-03-25 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.8mV,2mA,319.3mV,"3,583.3mV",10.9℃,5.5%,정상,2026-03-25 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.9mV,2mA,319.8mV,"3,583.2mV",10.9℃,5.6%,정상,2026-03-25 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.5mV,2mA,320.3mV,"3,583.2mV",10.6℃,5.4%,정상,2026-03-25 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.9mV,2mA,319.3mV,"3,583.2mV",10.4℃,5.6%,정상,2026-03-25 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.7mV,2mA,319.9mV,"3,583.1mV",10.2℃,5.4%,정상,2026-03-25 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.1mV,2mA,319.2mV,"3,583.1mV",10.0℃,5.5%,정상,2026-03-25 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.4mV,2mA,319.6mV,"3,583.0mV",9.9℃,5.6%,정상,2026-03-25 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.6mV,2mA,319.4mV,"3,582.9mV",9.6℃,5.4%,정상,2026-03-25 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.3mV,2mA,319.9mV,"3,582.9mV",9.7℃,5.6%,정상,2026-03-25 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.0mV,2mA,320.5mV,"3,582.8mV",9.5℃,5.5%,정상,2026-03-25 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,320.4mV,"3,582.8mV",9.2℃,5.6%,정상,2026-03-25 11:20:00
